"cl"	"cluster_id"	"cluster_id_label"	"supertype_id"	"supertype_label"	"supertype_id_label"	"subclass_id"	"subclass_label"	"subclass_id_label"	"class_label"	"class_id"	"class_id_label"	"anatomical_annotation"	"notes"	"CCF_broad.freq"	"CCF_acronym.freq"	"v3.size"	"v2.size"	"multiome.size"	"cluster.markers"	"merfish.markers"	"F"	"M"	"sex.bias"	"Dark"	"Light"	"nt_type_label"	"nt_type_combo_label"
2756	1997	"1997 GPi Tbr1 Cngb3 Gaba-Glut_1"	504	"GPi Tbr1 Cngb3 Gaba-Glut_1"	"0504 GPi Tbr1 Cngb3 Gaba-Glut_1"	112	"GPi Tbr1 Cngb3 Gaba-Glut"	"112 GPi Tbr1 Cngb3 Gaba-Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"GPi"	NA	"PAL:0.57,NA:0.29"	"PAL:0.33,GPi:0.24,int:0.24"	104	10	0	"Cngb3,Corin,Myocd"	"Corin,Pax6,Cd34"	0.72	0.28	""	0.15	0.85	"Glut-GABA"	"Glut-GABA"
2545	1998	"1998 MEA-COA-BMA Ccdc42 Glut_1"	505	"MEA-COA-BMA Ccdc42 Glut_1"	"0505 MEA-COA-BMA Ccdc42 Glut_1"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BMA"	NA	"CTXsp:0.7,sAMY:0.21"	"BMAa:0.49,BLAa:0.2,IA:0.13"	37	459	0	"Ccdc42,Trh,Tfap2d"	"Tfap2d,Scn5a,Galr1,Tmem215"	0.27	0.73	""	0.02	0.98	"Glut"	"Glut"
2546	1999	"1999 MEA-COA-BMA Ccdc42 Glut_1"	505	"MEA-COA-BMA Ccdc42 Glut_1"	"0505 MEA-COA-BMA Ccdc42 Glut_1"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BMA"	NA	"CTXsp:0.52,sAMY:0.24,OLF:0.15"	"BMAa:0.52,COAa:0.15,MEA:0.11,STR:0.08"	33	55	0	"Col6a4,Ngf,Ebf3"	"Ccdc3,Ebf3,Tmem215"	0.36	0.64	""	0.08	0.92	"Glut"	"Glut"
2547	2000	"2000 MEA-COA-BMA Ccdc42 Glut_1"	505	"MEA-COA-BMA Ccdc42 Glut_1"	"0505 MEA-COA-BMA Ccdc42 Glut_1"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BMA"	NA	"CTXsp:0.64,sAMY:0.26"	"BMAa:0.44,BLAa:0.18,IA:0.17,CEAm:0.06"	129	566	0	"Gm39456,Nxph3,G630016G05Rik,Lhx9"	"Ccdc3,Galr1,Qrfpr,Slc17a7,Lhx9"	0.38	0.62	""	0.05	0.95	"Glut"	"Glut"
2549	2001	"2001 MEA-COA-BMA Ccdc42 Glut_1"	505	"MEA-COA-BMA Ccdc42 Glut_1"	"0505 MEA-COA-BMA Ccdc42 Glut_1"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BMA"	NA	"CTXsp:0.77,sAMY:0.12"	"BMAa:0.59,BLAa:0.13,IA:0.09"	103	246	0	"Scn11a,A830036E02Rik,Krt17"	"Qrfpr,Hmcn1,Tmem215,Lncenc1"	0.3	0.7	""	0.06	0.94	"Glut"	"Glut"
2550	2002	"2002 MEA-COA-BMA Ccdc42 Glut_1"	505	"MEA-COA-BMA Ccdc42 Glut_1"	"0505 MEA-COA-BMA Ccdc42 Glut_1"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BMA"	NA	"CTXsp:0.51,OLF:0.22,sAMY:0.19"	"BMAa:0.43,COAa:0.17,IA:0.12,BLAa:0.05,STR:0.05"	44	101	0	"Ccdc42,Sim1,Dchs2"	"Qrfpr,Lhx9,Igfbp6,Gfra1,Zeb2"	0.45	0.55	""	0.08	0.92	"Glut"	"Glut"
2552	2003	"2003 MEA-COA-BMA Ccdc42 Glut_1"	505	"MEA-COA-BMA Ccdc42 Glut_1"	"0505 MEA-COA-BMA Ccdc42 Glut_1"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"BMA"	NA	"CTXsp:0.64,sAMY:0.2"	"BMAa:0.53,IA:0.12,BLAa:0.09,COAa:0.07,STR:0.06"	145	500	0	"Krt9,Arhgap36,Pappa,Medag"	"Igfbp6,Galr1,Arhgap36,Npy2r,Gpx3"	0.37	0.63	""	0.05	0.95	"Glut"	"Glut"
2551	2004	"2004 MEA-COA-BMA Ccdc42 Glut_2"	506	"MEA-COA-BMA Ccdc42 Glut_2"	"0506 MEA-COA-BMA Ccdc42 Glut_2"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA"	NA	"CTXsp:0.49,OLF:0.43"	"BMAa:0.41,COAa:0.28,PAA:0.08,MEA:0.07"	171	1216	0	"Ccdc42,Mafb,Adcyap1"	"Casr,Slc17a7,Penk,Bcl11a,Ptprm"	0.35	0.65	""	0.01	0.99	"Glut"	"Glut"
2562	2005	"2005 MEA-COA-BMA Ccdc42 Glut_3"	507	"MEA-COA-BMA Ccdc42 Glut_3"	"0507 MEA-COA-BMA Ccdc42 Glut_3"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:1"	"MEA:0.99"	56	4	0	"Ccdc42,Adgrf5,Gm15261"	"Adgrf5,Casr,Penk,Nr4a3,Trhr"	0.37	0.63	""	0	1	"Glut"	"Glut"
2564	2006	"2006 MEA-COA-BMA Ccdc42 Glut_3"	507	"MEA-COA-BMA Ccdc42 Glut_3"	"0507 MEA-COA-BMA Ccdc42 Glut_3"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:0.87"	"MEA:0.84"	7514	357	0	"Ccdc42,Slc17a6,Fezf1,Gpr101,Scn7a,Rph3a,Gulp1"	"Tmem215,Col18a1,Crym,Gda,Scn7a,Drd1,Cntnap3,Gpr101,Nos1"	0.48	0.52	""	0.21	0.79	"Glut"	"Glut"
2565	2007	"2007 MEA-COA-BMA Ccdc42 Glut_3"	507	"MEA-COA-BMA Ccdc42 Glut_3"	"0507 MEA-COA-BMA Ccdc42 Glut_3"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:0.81"	"MEA:0.77,BMAa:0.11"	232	300	0	"Ccdc42,Baz1a,Slc17a6,Gm32647,Fezf1"	"Tmem215,Igfbp6,Lncenc1,Rorb,Adcyap1,Gda,Galnt14,Scn5a"	0.45	0.55	""	0.05	0.95	"Glut"	"Glut"
2563	2008	"2008 MEA-COA-BMA Ccdc42 Glut_3"	507	"MEA-COA-BMA Ccdc42 Glut_3"	"0507 MEA-COA-BMA Ccdc42 Glut_3"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:0.94"	"MEA:0.94"	1086	4	0	"Fezf1,Cck,Tac1,Meis2,Gm13481"	"Casr,Emx2,Lypd1,Trhr,Cartpt,Unc5d"	0.52	0.48	""	0.27	0.73	"Glut"	"Glut"
2566	2009	"2009 MEA-COA-BMA Ccdc42 Glut_3"	507	"MEA-COA-BMA Ccdc42 Glut_3"	"0507 MEA-COA-BMA Ccdc42 Glut_3"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:0.91"	"MEA:0.9"	41	5	0	"Ccdc42,Egr2,Foxp2"	"Casr,Egr2,Cntnap3,Gpr101"	0.65	0.35	""	0.24	0.76	"Glut"	"Glut"
2553	2010	"2010 MEA-COA-BMA Ccdc42 Glut_4"	508	"MEA-COA-BMA Ccdc42 Glut_4"	"0508 MEA-COA-BMA Ccdc42 Glut_4"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA"	NA	"CTXsp:0.4,sAMY:0.35,OLF:0.23"	"BMAa:0.39,MEA:0.34,COAa:0.21"	483	115	0	"Gm46329,Gda,Galr1,Gm41414,Grik1,Adgrg2,Kctd8"	"Barhl2,Ptk2b,Kl,Cntnap3,Adcyap1,Fign,Lhx9"	0.4	0.6	""	0.13	0.87	"Glut"	"Glut"
2554	2011	"2011 MEA-COA-BMA Ccdc42 Glut_4"	508	"MEA-COA-BMA Ccdc42 Glut_4"	"0508 MEA-COA-BMA Ccdc42 Glut_4"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA"	NA	"OLF:0.61,CTXsp:0.34"	"COAa:0.51,BMAa:0.33"	71	424	0	"Casr,Gm42397,Oxtr"	"Casr,Barhl2,Ebf1,Penk"	0.4	0.6	""	0.04	0.96	"Glut"	"Glut"
2571	2012	"2012 MEA-COA-BMA Ccdc42 Glut_4"	508	"MEA-COA-BMA Ccdc42 Glut_4"	"0508 MEA-COA-BMA Ccdc42 Glut_4"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA"	NA	"CTXsp:0.52,OLF:0.35"	"BMAa:0.52,COAa:0.28,MEA:0.1"	42	66	0	"Tfap2c,Irs4,Pappa2"	"Gli3,Qrfpr,Irs4"	0.53	0.47	""	0.06	0.94	"Glut"	"Glut"
2569	2013	"2013 MEA-COA-BMA Ccdc42 Glut_4"	508	"MEA-COA-BMA Ccdc42 Glut_4"	"0508 MEA-COA-BMA Ccdc42 Glut_4"	113	"MEA-COA-BMA Ccdc42 Glut"	"113 MEA-COA-BMA Ccdc42 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA MEA"	NA	"sAMY:0.71,OLF:0.2"	"MEA:0.68,COAa:0.2"	180	66	0	"Gm46329,A830036E02Rik"	"Barhl2,A830036E02Rik,Pappa,Scn5a"	0.44	0.56	""	0.12	0.88	"Glut"	"Glut"
2539	2014	"2014 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"sAMY:0.67,OLF:0.27"	"AAA:0.47,COAa:0.2,MEA:0.2"	50	2	0	"Emx2,Grp,Atp6ap1l,Igf1"	"Emx2,Grp,Igf1,Kcng1"	0.5	0.5	""	0.15	0.85	"Glut"	"Glut"
2542	2015	"2015 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"OLF:0.45,CTXsp:0.4"	"BMAa:0.33,COAa:0.25,PIR:0.11,IA:0.07,PAA:0.06"	84	231	0	"Tfap2c,H2-Q2,Npy2r"	"Tmem215,Igfbp6,Nxph4,Slc17a7,Tox,Nxph1"	0.48	0.52	""	0.05	0.95	"Glut"	"Glut"
2556	2016	"2016 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"OLF:0.39,sAMY:0.33,CTXsp:0.28"	"COAa:0.36,MEA:0.3,BMAa:0.27"	221	348	0	"Cartpt,Emx2,Col23a1,Mafb,Fras1"	"Cartpt,Emx2,Col23a1,Ebf1,Fras1"	0.44	0.56	""	0.07	0.93	"Glut"	"Glut"
2557	2017	"2017 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"OLF:0.8"	"PIR:0.3,COAa:0.29,PAA:0.15,BMAa:0.06"	28	922	0	"Eomes,Fezf1,Ebf1"	"Eomes,A830036E02Rik,Scn5a"	0.46	0.54	""	0.01	0.99	"Glut"	"Glut"
2558	2018	"2018 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"OLF:0.44,CTXsp:0.43"	"BMAa:0.41,COAa:0.36,OLF:0.06"	93	618	0	"Lmntd1,Atp6ap1l,Tacr3,Cdkn1a"	"Qrfpr,Lhx9,Zeb2,Ebf1,Nxph4,Ntng1"	0.48	0.52	""	0.02	0.98	"Glut"	"Glut"
2559	2019	"2019 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"OLF:0.63,CTXsp:0.24"	"COAa:0.42,BMAa:0.18,AAA:0.08,PAA:0.08,OLF:0.07"	92	586	0	"Atp6ap1l,Emx2,Ebf1,Cntnap3,Qrfpr"	"Emx2,Qrfpr,Ebf1,Trhr,Cntnap3"	0.42	0.58	""	0.05	0.95	"Glut"	"Glut"
2560	2020	"2020 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"CTXsp:0.45,OLF:0.29,sAMY:0.15"	"BMAa:0.45,COAa:0.26,STR:0.1"	127	25	0	"Col24a1,Ppp1r17,Tbr1,Zeb2"	"Col24a1,Ppp1r17,Zeb2,Calb1"	0.45	0.55	""	0.13	0.87	"Glut"	"Glut"
2568	2021	"2021 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"sAMY:0.55,CTXsp:0.16,NA:0.16"	"MEA:0.29,BMAa:0.16,CEAm:0.16,STR:0.14,COAa:0.12"	183	17	0	"6430628N08Rik,Emx2,Nxph2,Ecel1"	"Nxph2,Lhx9,Emx2,Zfp536"	0.42	0.58	""	0.1	0.9	"Glut"	"Glut"
2579	2022	"2022 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"OLF:0.59,CTXsp:0.35"	"COAa:0.43,BMAa:0.3,OLF:0.08"	32	112	0	"4930407I19Rik,Emx2,Hmcn1"	"Abi3bp,Emx2,Npy2r,Nxph4"	0.56	0.44	""	0.03	0.97	"Glut"	"Glut"
2580	2023	"2023 COAa-PAA-MEA Barhl2 Glut_1"	509	"COAa-PAA-MEA Barhl2 Glut_1"	"0509 COAa-PAA-MEA Barhl2 Glut_1"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA PAA"	NA	"sAMY:0.38,OLF:0.33,CTXsp:0.22"	"AAA:0.35,COAa:0.25,BMAa:0.16,CTXsp:0.05"	75	306	0	"Il1rl2,Barhl2,Gm15270"	"Abi3bp,Barhl2,Emx2,Tacr3"	0.53	0.47	""	0.07	0.93	"Glut"	"Glut"
2581	2024	"2024 COAa-PAA-MEA Barhl2 Glut_2"	510	"COAa-PAA-MEA Barhl2 Glut_2"	"0510 COAa-PAA-MEA Barhl2 Glut_2"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COAa PAA"	NA	"OLF:0.44,CTXsp:0.27,Isocortex:0.19"	"PIR:0.25,OLF:0.12,EPv:0.09,EPd:0.08,AIp5:0.06,BMAa:0.05,CTXsp:0.05,PAA:0.03,COAa:0.02,GU5:0.02,IA:0.02,NA:0.02,STR:0.02"	39	136	0	"Vmn1r206,Pappa2,Stac"	"Abi3bp,Barhl2,Cartpt,Piezo2"	0.61	0.39	""	0.05	0.95	"Glut"	"Glut"
2582	2025	"2025 COAa-PAA-MEA Barhl2 Glut_2"	510	"COAa-PAA-MEA Barhl2 Glut_2"	"0510 COAa-PAA-MEA Barhl2 Glut_2"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COAa PAA"	NA	"CTXsp:0.46,OLF:0.34"	"EPv:0.2,BMAa:0.19,OLF:0.11,AAA:0.1,COAa:0.08,PIR:0.08,CTXsp:0.07"	78	136	0	"Gja3,Col24a1,Runx1"	"Abi3bp,Barhl2,Cd34,Col24a1"	0.45	0.55	""	0.07	0.93	"Glut"	"Glut"
2583	2026	"2026 COAa-PAA-MEA Barhl2 Glut_2"	510	"COAa-PAA-MEA Barhl2 Glut_2"	"0510 COAa-PAA-MEA Barhl2 Glut_2"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COAa PAA"	NA	"CTXsp:0.48,OLF:0.39"	"BMAa:0.21,EPv:0.14,PIR:0.12,COAa:0.1,OLF:0.1,CTXsp:0.07,PAA:0.06"	67	233	0	"Runx1,4930467D21Rik,Cd36"	"Cd36,Barhl2,C1ql1"	0.4	0.6	""	0.08	0.92	"Glut"	"Glut"
2588	2027	"2027 COAa-PAA-MEA Barhl2 Glut_3"	511	"COAa-PAA-MEA Barhl2 Glut_3"	"0511 COAa-PAA-MEA Barhl2 Glut_3"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"OLF:0.51,NA:0.25,sAMY:0.22"	"NA:0.22,MEA:0.17,NLOT2:0.13,PIR:0.09,MOBgr:0.08,MOBopl:0.07,BA:0.04"	288	42	0	"Trh,Abi3bp,Qrfpr"	"Abi3bp,Sox6,Ndnf,Tox,Hs3st4"	0.51	0.49	""	0.26	0.74	"Glut"	"Glut"
2589	2028	"2028 COAa-PAA-MEA Barhl2 Glut_3"	511	"COAa-PAA-MEA Barhl2 Glut_3"	"0511 COAa-PAA-MEA Barhl2 Glut_3"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:0.68,OLF:0.17"	"MEA:0.64,NA:0.08,BA:0.05,NLOT2:0.05"	205	20	0	"Vmn1r206,Mafb,Sox6,Tshr"	"Casr,Barhl2,Sox6,Npsr1,Tacr1"	0.52	0.48	""	0.12	0.88	"Glut"	"Glut"
2590	2029	"2029 COAa-PAA-MEA Barhl2 Glut_3"	511	"COAa-PAA-MEA Barhl2 Glut_3"	"0511 COAa-PAA-MEA Barhl2 Glut_3"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:0.72,OLF:0.16"	"MEA:0.68,BMAa:0.11,COAa:0.11"	415	118	0	"Vmn1r206,Dlk1,Rxfp1,Oxtr,Lhx9"	"Casr,Barhl2,Sox6,Oxtr,Galr1"	0.49	0.51	""	0.12	0.88	"Glut"	"Glut"
2591	2030	"2030 COAa-PAA-MEA Barhl2 Glut_3"	511	"COAa-PAA-MEA Barhl2 Glut_3"	"0511 COAa-PAA-MEA Barhl2 Glut_3"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:0.92"	"MEA:0.91"	123	2	0	"Trdn,Runx1,Stac"	"Barhl2,Slc32a1,Bmpr1b,Hcrtr2"	0.58	0.42	""	0.19	0.81	"Glut"	"Glut"
2592	2031	"2031 COAa-PAA-MEA Barhl2 Glut_3"	511	"COAa-PAA-MEA Barhl2 Glut_3"	"0511 COAa-PAA-MEA Barhl2 Glut_3"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"MEA"	NA	"sAMY:0.84"	"MEA:0.75,AAA:0.08"	140	15	0	"Trdn,Col14a1,Sox6"	"Barhl2,Npy2r,Sox6,Trhr"	0.46	0.54	""	0.14	0.86	"Glut"	"Glut"
2567	2032	"2032 COAa-PAA-MEA Barhl2 Glut_4"	512	"COAa-PAA-MEA Barhl2 Glut_4"	"0512 COAa-PAA-MEA Barhl2 Glut_4"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA BMA"	NA	"CTXsp:0.47,sAMY:0.2,OLF:0.2"	"EPv:0.12,PIR:0.12,EPd:0.09,MEA:0.08,CEAm:0.06,BLAp:0.05,BMAa:0.04,BMAp:0.04,CTXsp:0.04,IA:0.04,OLF:0.03,BLAa:0.03,BLAv:0.03,ENTl5:0.02"	79	41	0	"Tfap2c,Gm20631"	"Gli3,Kl,Tacr3,Tacr1"	0.45	0.55	""	0.28	0.72	"Glut"	"Glut"
2573	2033	"2033 COAa-PAA-MEA Barhl2 Glut_4"	512	"COAa-PAA-MEA Barhl2 Glut_4"	"0512 COAa-PAA-MEA Barhl2 Glut_4"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA BMA"	"bad MERFISH mapping"	"OLF:0.49,CTXsp:0.27,NA:0.11"	"PIR:0.25,AON:0.15,EPd:0.12,EPv:0.11,lot:0.06,NA:0.05,MOBgr:0.04,OLF:0.03,AId5:0.02"	30	80	0	"Tfap2c,Gm26604"	"Abi3bp,Sox6,Klhl14,Elfn1"	0.51	0.49	""	0.06	0.94	"Glut"	"Glut"
2578	2034	"2034 COAa-PAA-MEA Barhl2 Glut_4"	512	"COAa-PAA-MEA Barhl2 Glut_4"	"0512 COAa-PAA-MEA Barhl2 Glut_4"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA BMA"	NA	"OLF:0.79,CTXsp:0.14"	"COAa:0.38,PAA:0.22,PIR:0.13,BMAa:0.1"	61	711	0	"Tfap2c,Dlk1"	"A830036E02Rik,Sox6,Klhl14,Rxfp1"	0.45	0.55	""	0.02	0.98	"Glut"	"Glut"
2585	2035	"2035 COAa-PAA-MEA Barhl2 Glut_5"	513	"COAa-PAA-MEA Barhl2 Glut_5"	"0513 COAa-PAA-MEA Barhl2 Glut_5"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA BMA"	NA	"CTXsp:0.53,OLF:0.31"	"BMAa:0.25,COAa:0.2,EPv:0.2,IA:0.12,PAA:0.05"	79	270	0	"Gm29771,Drd3,Pth2r"	"Drd3,Barhl2,Pdyn,Scn5a"	0.45	0.55	""	0.07	0.93	"Glut"	"Glut"
2586	2036	"2036 COAa-PAA-MEA Barhl2 Glut_5"	513	"COAa-PAA-MEA Barhl2 Glut_5"	"0513 COAa-PAA-MEA Barhl2 Glut_5"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA BMA"	NA	"CTXsp:0.49,OLF:0.34"	"PIR:0.2,BMAa:0.17,EPv:0.16,IA:0.09,BLAa:0.06,CTXsp:0.06,PAA:0.05"	105	162	0	"Trdn,Drd2,Drd3"	"Cd34,Barhl2,Drd2,Dlk1,Pde11a"	0.46	0.54	""	0.15	0.85	"Glut"	"Glut"
2587	2037	"2037 COAa-PAA-MEA Barhl2 Glut_5"	513	"COAa-PAA-MEA Barhl2 Glut_5"	"0513 COAa-PAA-MEA Barhl2 Glut_5"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	"COA BMA"	NA	"CTXsp:0.44,OLF:0.41"	"PIR:0.24,EPv:0.17,BMAa:0.1,CTXsp:0.08,OLF:0.08,BLAa:0.06,IA:0.06,COAa:0.05"	40	93	0	"Trpa1,Crh,Prokr2"	"Crh,Barhl2,Pdyn,Lhx9,Lhfp"	0.44	0.56	""	0.07	0.93	"Glut"	"Glut"
2574	2038	"2038 COAa-PAA-MEA Barhl2 Glut_6"	514	"COAa-PAA-MEA Barhl2 Glut_6"	"0514 COAa-PAA-MEA Barhl2 Glut_6"	114	"COAa-PAA-MEA Barhl2 Glut"	"114 COAa-PAA-MEA Barhl2 Glut"	"CNU-HYa Glut"	13	"13 CNU-HYa Glut"	NA	NA	"OLF:0.57,CTXsp:0.32"	"PIR:0.45,EPv:0.14,BMAa:0.06,OLF:0.06,AIp5:0.05,EPd:0.03,BLAp:0.02"	39	35	0	"Vmn1r200,C1ql1"	"Barhl2,Cd34,Prkcq,Igf1,Pde11a"	0.49	0.51	""	0.09	0.91	"Glut"	"Glut"
